id	category	descript
1567	MISC	Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.
1568	MISC	We've only eaten in the restaurant once, but we have ordered many times for dinner.
1569	FOOD	And you're hungry a few hours later.
1570	FOOD	The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.
1571	FOOD	Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.
1572	FOOD	The food looked very appetizing and delicious since it came on a variety of fancy plates.
1573	PAS	The service was attentive.
1574	PAS	Service was decent, but not as smooth as I would expect from a place with these prices and reputation.
1575	FOOD	I cannot imagine better Indian food in all of the city.
1576	FOOD	great place to go for a drink too because they have 100 kinds of beer.
1577	FOOD	Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.
1578	MISC	If you live outside the neighborhood, don't bother!
1579	MISC	Don't waste your time, or money!!
1580	MISC	We liked it so much, that we will always make it a point to dine here when we visit New York.
1581	PAS	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
1582	PAS	we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.
1583	FOOD	The wine list is excellent.
1584	PAS	The noise level was unbearable, conversation impossible.
1585	FOOD	We had a great tiem watching the shows and characters and ar food was just what we were looking for.
1586	FOOD	The fish is fresh but the variety of fish is nothing out of ordinary.
1587	PAS	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....
1588	MISC	I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.
1589	MISC	I recently tried Suan and I thought that it was great.
1590	PAS	Good crowd, good outdoor seating, with a hip japanese vibe.
1591	PAS	Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.
1592	FOOD	The food was below average, the service was pathetic, there was no ambience at all.
1593	FOOD	The pizza here is delicious.
1594	MISC	That's why you have to pay more for that.
1595	FOOD	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1596	PAS	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.
1597	FOOD	The sandwiches are dry, tasteless and way overpriced.
1598	PAS	It's a small cute restaurant.
1599	MISC	Went last Thursday.
1600	PAS	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.
1601	FOOD	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.
1602	PAS	whoever the jazz duo was, they were on POINT.
1603	MISC	Don't go there!
1604	PAS	but the service was a bit slow.
1605	PAS	The establishment scores big points in presentation and style.
1606	PAS	Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.
1607	FOOD	I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!
1608	MISC	Perhaps.
1609	MISC	Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).
1610	PAS	Oh and it's too tiny for families with strollers.
1611	PAS	The only thing the waiters don't do for you is wipe your chin when you leave.
1612	FOOD	The flavors are great, and the menu is extensive.
1613	MISC	(I've ordered from the 2nd ave.
1614	FOOD	The specials are usually quite good too.
1615	FOOD	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.
1616	FOOD	The dinner was ok, nothing I would have again.
1617	FOOD	The duck confit is always amazing and the foie gras terrine with figs was out of this world.
1618	PAS	If you go to Roth's try to be served by Mike, he is GREAT!!
1619	PAS	A large is $20, and toppings are about $3 each.
1620	MISC	This is a great place to take out-of-towners, and perfect for watching the sunset.
1621	MISC	Go, go, hurry, before everyone finds out about it.
1622	FOOD	Great wine list, reasonably priced.--Sara
1623	FOOD	Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.
1624	MISC	Dinner took almost 4 hours without any lag time.
1625	FOOD	We could only get through an appetizer and cheese fondue.
1626	FOOD	Good food at the restaurant (a bit expensive, but great if you want to impress your date).
1627	PAS	For the location, the prices are very reasonable.
1628	PAS	Service was prompt, friendly and great.
1629	FOOD	The food is good, but very expensive for the casualness of it.
1630	FOOD	The best pad thai i've ever had.
1631	PAS	The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.
1632	MISC	And that's no mean feat...
1633	MISC	I've been here a couple of times and have not been impressed.
1634	PAS	Decor is charming.
1635	MISC	Worth a visit.
1636	FOOD	The pizza was great.
1637	FOOD	We had champagne and caviar and felt like princesses!
1638	FOOD	The food options rule.
1639	PAS	The prices and ambience are especially great considering it's in the West Village.
1640	PAS	The service was bad, the food took to forever to come, we sat on the upper level.
1641	FOOD	The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.
1642	FOOD	The service is a little scatty at times but all is forgiven when the food arrives.
1643	FOOD	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.
1644	PAS	Last time I went here, the waitress didn't come back after taking our order.
1645	PAS	We were pleasantly greeted.
1646	FOOD	Really though, where's the seasoning?
1647	PAS	Always popular, always full, always a wait.
1648	FOOD	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!
1649	PAS	Decor is nice though service can be spotty.
1650	MISC	If you are a vegetarian, this really isn't a good place to go.
1651	PAS	And forget what you read under me, the atmosphere isn't that bad either.
1652	PAS	Really cool stauff inside.
1653	FOOD	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
1654	MISC	Was there Friday night.
1655	MISC	Enjoy!!!
1656	MISC	If only they delivered, they'd make a mint!
1657	MISC	We always get a sampling of appetizers and share.
1658	MISC	I went to Amma after a friend recommended it.
1659	MISC	It just wasn't Thai.
1660	MISC	Recommendations, of course, are required!
1661	FOOD	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
1662	PAS	All conveniently delivered right to the door.
1663	FOOD	Great pizza for lunch place.
1664	MISC	Big thumbs up!
1665	MISC	during happy hour!
1666	FOOD	The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
1667	MISC	NO PIZZA 33 for me!
1668	PAS	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.
1669	FOOD	In fact, two people could really share one plate.
1670	PAS	The service is ok but could be better.
1671	MISC	We weren't!
1672	MISC	The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.
1673	MISC	Nice place though.
1674	MISC	I have tried the various slice joints around the village but this is by far the best one.
1675	MISC	When going out for a nice dinner, I like a nice ambiance as well as very good food.
1676	PAS	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.
1677	PAS	My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.
1678	MISC	This restaurant is a wonderful place to go many times and it is reasonably priced.
